"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS780941520","2019-07-01 14:58:29",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Penobscot Mountain","L4978722","H","2019-07-01","08:45:00","obsr329859","S57845447","Traveling","P22","EBIRD",240,5.633,NA,2,1,"",0,1,0,NA,"","3 falcons were flying around the mountain and over Jordan Pond for at least 1/2 hour calling the entire time",-68.2666183,44.3329687,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS789430781","2019-07-28 17:08:40",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Bar Harbor US-ME (44.3842,-68.2295)","L9709273","P","2019-07-28","17:07:00","obsr841482","S58526217","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",-68.22955,44.384241,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS930146515","2020-05-23 21:41:31",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond House","L476606","H","2019-07-29","11:00:00","obsr1719544","S69540598","Incidental","P20","EBIRD",NA,NA,NA,7,0,"G5368954",0,1,0,NA,"","",-68.2540226,44.3210234,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS787880914","2019-07-23 17:45:57",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3409",NA,NA,"","US-ME-Tremont (44.2341,-68.4392)","L9317138","P","2019-07-23","07:15:00","obsr1369867","S58390596","Stationary","P21","EBIRD",630,NA,NA,1,1,"",0,1,0,NA,"","",-68.439233,44.234138,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS789918706","2019-07-30 09:58:25",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-30","09:37:00","obsr1172090","S58565255","Stationary","P21","EBIRD",10,NA,NA,3,1,"",0,1,0,NA,"Peregrine falcon watch with rangers. ","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS783481048","2019-07-09 09:09:59",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Bubble Pond","L3819273","H","2019-07-03","10:19:00","obsr1249019","S58048274","Traveling","P22","EBIRD",125,1.609,NA,4,1,"G4335812",0,1,0,NA,"","",-68.2402897,44.3455195,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS929186914","2020-05-22 19:13:21",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond House","L476606","H","2019-07-29","11:00:00","obsr1735310","S69480334","Incidental","P20","EBIRD",NA,NA,NA,7,0,"G5368954",0,1,0,NA,"","",-68.2540226,44.3210234,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS780868021","2019-07-01 11:26:08",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Bar Harbor US-ME (44.3495,-68.1878)","L9566745","P","2019-07-01","11:23:00","obsr1261599","S57839880","Stationary","P21","EBIRD",10,NA,NA,4,1,"G4327495",0,1,0,NA,"","",-68.187819,44.349519,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781205021","2019-07-02 12:01:46",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-02","10:40:00","obsr444246","S57866656","Stationary","P21","EBIRD",15,NA,NA,4,1,"G4329969",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1414271101","2022-05-04 07:44:43.822602",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-29","11:40:00","obsr1181833","S108891510","Stationary","P21","EBIRD",20,NA,NA,2,1,"G8296933",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS780868023","2019-07-01 11:26:08",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Bar Harbor US-ME (44.3495,-68.1878)","L9566745","P","2019-07-01","11:23:00","obsr1189355","S57839881","Stationary","P21","EBIRD",10,NA,NA,4,1,"G4327495",0,1,0,NA,"","",-68.187819,44.349519,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS785578701","2019-07-15 22:26:04",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3409",NA,NA,"","US-ME-Tremont (44.2341,-68.4392)","L9317138","P","2019-07-15","20:00:00","obsr1369867","S58216171","Stationary","P21","EBIRD",45,NA,NA,1,1,"",0,1,0,NA,"","",-68.439233,44.234138,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782469658","2019-07-30 13:42:06",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"5","FL","C4","FL","Female, Juvenile (1); Unknown Sex, Adult (1); Unknown Sex, Juvenile (2); Male, Juvenile (1)","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-06","08:40:00","obsr951667","S57970220","Stationary","P21","EBIRD_ATL_ME",200,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782323266","2019-07-05 21:49:11",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-05","11:43:00","obsr1202491","S57958426","Stationary","P21","EBIRD",22,NA,NA,2,1,"G4338393",0,1,0,NA,"Birding Maine - 50/50","Park's Scope is pointed at the Falcon with interpreters assisting. ",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS787824019","2019-07-23 14:16:10",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","NC","C1","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NE","Acadia NP--Schooner Head Road Marsh","L5854356","H","2019-07-23","14:07:00","obsr224998","S58398256","Stationary","P21","EBIRD_ATL_ME",6,NA,NA,6,1,"",0,1,0,NA,"Mark and Amy","",-68.1854868,44.3489122,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS787817469","2019-07-23 13:49:34",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond Path","L6026515","H","2019-07-23","10:20:00","obsr989975","S58397701","Traveling","P22","EBIRD",110,6.598,NA,2,1,"",0,1,0,NA,"","",-68.2499805,44.3242409,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS788681745","2023-09-20 11:05:07.725014",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2019-07-26","12:42:00","obsr1012852","S58468878","Stationary","P21","EBIRD",30,NA,NA,2,1,"G4386062",0,1,0,NA,"","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS785704337","2019-07-16 12:09:04",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-16","08:50:00","obsr951667","S58226185","Stationary","P21","EBIRD",185,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781433650","2019-07-03 08:24:51",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3CW","Acadia NP--Valley Cove","L1760720","H","2019-07-03","06:14:00","obsr224998","S57885285","Traveling","P22","EBIRD_ATL_ME",129,1.609,NA,4,1,"",0,1,0,NA,"Dan Kathy Mary.. ","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782323262","2019-07-12 14:26:15",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-05","11:43:00","obsr155183","S57958425","Stationary","P21","EBIRD",22,NA,NA,2,1,"G4338393",0,1,0,NA,"Birding Maine - 50/50. We stopped at the pull-out just in time to catch the staff with scopes pointed at the Peregrine Falcon eyases perched on a tree branch high on the cliffside. We would not have found them ourselves, otherwise. Thanks to the Acadia NP staff for offering this great experience!","Park's Scope is pointed at the Falcon with interpreters assisting. ",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782965521","2019-08-03 11:05:12",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3CW","Acadia NP--Valley Cove","L1760720","H","2019-07-07","15:47:00","obsr329875","S58007851","Traveling","P22","EBIRD_ATL_ME",23,0.953,NA,8,1,"",0,1,0,NA,"","",-68.3174376,44.3075112,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS785696103","2019-07-16 11:41:31",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-16","11:25:00","obsr560197","S58225587","Stationary","P21","EBIRD",15,NA,NA,5,1,"",0,1,0,NA,"","3 juvenile, known nesting site. ",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781336158","2023-09-20 10:58:54.345865",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Cadillac Mountain","L159030","H","2019-07-02","09:30:00","obsr1138813","S57877388","Traveling","P22","EBIRD",360,12.875,NA,1,1,"",0,1,0,NA,"","",-68.2260418,44.3534831,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS786331472","2019-08-13 15:58:26",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond Path","L6026515","H","2019-07-02","17:00:00","obsr18366","S58277456","Traveling","P22","EBIRD",117,4.828,NA,1,1,"",0,1,0,NA,"walked all the way around, clockwise, starting from boardwalk with Kay, Louie, Tyler, Allyson, and Lucy.  Light rain at start.","heard above us near cliffs on west side of Pond.  Seen earlier at the Precipice nesting area with scope and guides.",-68.2499805,44.3242409,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS792708146","2020-05-22 19:13:21",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond House","L476606","H","2019-07-29","11:00:00","obsr138745","S58818594","Incidental","P20","EBIRD",NA,NA,NA,7,0,"G5368954",0,1,0,NA,"","",-68.2540226,44.3210234,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS787161074","2019-07-21 12:22:52",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond Path","L6026515","H","2019-07-21","08:37:00","obsr774540","S58344855","Traveling","P22","EBIRD",124,5.533,NA,1,1,"",0,1,0,NA,"","Heard only ",-68.2499805,44.3242409,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS783531759","2019-07-09 12:23:37",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-09","08:45:00","obsr951667","S58052458","Stationary","P21","EBIRD",195,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS789948112","2019-07-30 13:36:52",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","FL","C4","FL","Unknown Sex, Juvenile (1); Unknown Sex, Adult (2)","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C2NW","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-30","09:00:00","obsr951667","S58567730","Stationary","P21","EBIRD_ATL_ME",175,NA,NA,2,1,"",0,1,0,NA,"last day of Acadia's Peregrine Falcon Watch","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS787484367","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3NE","Acadia NP (please use more specific location if possible)","L340581","H","2019-07-17","07:30:00","obsr487579","S58370282","Traveling","P22","EBIRD_ATL_ME",240,32.187,NA,5,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS783481175","2019-07-09 09:10:04",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-02","10:40:00","obsr1249019","S58048283","Stationary","P21","EBIRD",15,NA,NA,4,1,"G4329969",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782243876","2019-07-06 15:48:22",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2019-07-01","10:30:00","obsr648562","S57951849","Stationary","P21","EBIRD",10,NA,NA,4,1,"",0,1,0,NA,"","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1203708228","2021-07-19 22:22:58.520357",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond House","L476606","H","2019-07-29","11:00:00","obsr1396141","S92022621","Incidental","P20","EBIRD",NA,NA,NA,7,0,"G5368954",0,1,0,NA,"","",-68.2540226,44.3210234,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS782854891","2019-07-07 12:20:32",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-07","08:44:00","obsr951667","S57999022","Stationary","P21","EBIRD",195,NA,NA,2,1,"",0,1,0,NA,"","All four juveniles seen",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781205028","2019-07-02 12:01:47",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-02","10:40:00","obsr444216","S57866657","Stationary","P21","EBIRD",15,NA,NA,4,1,"G4329969",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS781937278","2019-07-04 17:53:22",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Bubble Pond","L3819273","H","2019-07-03","10:19:00","obsr325596","S57925468","Traveling","P22","EBIRD",125,1.609,NA,4,1,"G4335812",0,1,0,NA,"From Bubble Pond up West Face Trail to Cadillac Mountain summit","",-68.2402897,44.3455195,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1203708705","2021-07-19 22:23:27.880227",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond House","L476606","H","2019-07-29","11:00:00","obsr1396144","S92022647","Incidental","P20","EBIRD",NA,NA,NA,7,0,"G5368954",0,1,0,NA,"","",-68.2540226,44.3210234,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS783846557","2024-05-31 08:21:22.60591",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"","Frenchman Bay—Egg Rock","L1018954","H","2019-07-09","11:00:00","obsr1135590","S58078755","Traveling","P22","EBIRD",15,1.609,NA,1,1,"G4350603",0,1,0,NA,"Acadia By Sea ranger program. 2.75 hour cruise throughout Frenchman Bay including Schoodic Peninsula","",-68.139267,44.3527006,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS788681746","2023-09-20 11:05:07.725014",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2019-07-26","12:42:00","obsr1012871","S58468879","Stationary","P21","EBIRD",30,NA,NA,2,1,"G4386062",0,1,0,NA,"","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS794547459","2019-08-13 15:50:14",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"4","FL","C4","FL","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2019-07-02","10:25:00","obsr18366","S58968867","Incidental","P20","EBIRD",NA,NA,NA,4,0,"",1,1,0,NA,"Stopped with Tyler and Allyson and Kay to view Peregrines","",-68.1878144,44.3494526,"state endangered"
